"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Kerala","Malappuram","Manjeri","Cowpea(Veg)","Other","12/11/2019","4300","4400","4350"
"Kerala","Malappuram","Manjeri","Cucumbar(Kheera)","Other","12/11/2019","1400","1500","1450"
"Kerala","Malappuram","Manjeri","Drumstick","Other","12/11/2019","22000","22100","22050"
"Kerala","Malappuram","Manjeri","Elephant Yam (Suran)","Other","12/11/2019","1700","1800","1750"
"Kerala","Malappuram","Manjeri","Ginger(Green)","Other","12/11/2019","7000","7100","7050"
"Kerala","Malappuram","Manjeri","Grapes","Other","12/11/2019","4800","4900","4850"
"Kerala","Malappuram","Manjeri","Green Chilli","Other","12/11/2019","3000","3100","3050"
"Kerala","Malappuram","Manjeri","Green Gram (Moong)(Whole)","Bold","12/11/2019","6900","7000","6950"
"Kerala","Malappuram","Manjeri","Lime","Other","12/11/2019","5500","5600","5550"
"Kerala","Malappuram","Manjeri","Little gourd (Kundru)","Other","12/11/2019","2800","2900","2850"
"Kerala","Malappuram","Manjeri","Mousambi(Sweet Lime)","Other","12/11/2019","5800","5900","5850"
"Kerala","Malappuram","Manjeri","Onion","Other","12/11/2019","6500","6600","6550"
"Kerala","Malappuram","Manjeri","Orange","Other","12/11/2019","4100","4200","4150"
"Kerala","Malappuram","Manjeri","Pepper ungarbled","Other","12/11/2019","29000","29100","29050"
"Kerala","Malappuram","Manjeri","Pineapple","Other","12/11/2019","3200","3300","3250"
"Kerala","Malappuram","Manjeri","Potato","Other","12/11/2019","2500","2600","2550"
"Kerala","Malappuram","Manjeri","Pumpkin","Other","12/11/2019","1300","1400","1350"
"Kerala","Malappuram","Manjeri","Rice","Other","12/11/2019","3450","3550","3500"
"Kerala","Malappuram","Manjeri","Snakeguard","Other","12/11/2019","2200","2300","2250"
"Kerala","Malappuram","Manjeri","Tapioca","Other","12/11/2019","1500","1600","1550"
"Kerala","Malappuram","Manjeri","Tomato","Other","12/11/2019","1700","1800","1750"
"Kerala","Malappuram","Manjeri","Water Melon","Other","12/11/2019","1400","1500","1450"
"Kerala","Palakad","Koduvayoor","Ashgourd","Other","12/11/2019","1000","1600","1400"
"Kerala","Palakad","Koduvayoor","Banana","Nendra Bale","12/11/2019","3800","4400","4200"
"Kerala","Palakad","Koduvayoor","Banana","Palayamthodan","12/11/2019","1800","2600","2200"
"Kerala","Palakad","Koduvayoor","Banana","Poovan","12/11/2019","3300","3800","3500"
"Kerala","Palakad","Koduvayoor","Cowpea(Veg)","Other","12/11/2019","2400","2800","2600"
"Kerala","Palakad","Koduvayoor","Cucumbar(Kheera)","Cucumbar","12/11/2019","1800","2800","2200"
"Kerala","Palakad","Koduvayoor","Drumstick","Other","12/11/2019","16000","16700","16500"
"Kerala","Palakad","Koduvayoor","Elephant Yam (Suran)","Other","12/11/2019","1800","2500","2200"
"Kerala","Palakad","Koduvayoor","Ginger(Green)","Other","12/11/2019","5400","5800","5600"
"Kerala","Palakad","Koduvayoor","Onion","Big","12/11/2019","6000","6700","6400"
"Kerala","Palakad","Koduvayoor","Onion","Small","12/11/2019","6400","7000","6800"
"Kerala","Palakad","Koduvayoor","Potato","Other","12/11/2019","1500","2000","1800"
"Kerala","Palakad","Koduvayoor","Pumpkin","Other","12/11/2019","1200","1800","1600"
"Kerala","Palakad","Pattambi","Amaranthus","Other","12/11/2019","2000","2500","2200"
"Kerala","Palakad","Pattambi","Ashgourd","Other","12/11/2019","2600","3000","2800"
"Kerala","Palakad","Pattambi","Banana","Nendra Bale","12/11/2019","3400","4000","3800"
"Kerala","Palakad","Pattambi","Banana","Palayamthodan","12/11/2019","1700","3000","2500"
"Kerala","Palakad","Pattambi","Beetroot","Other","12/11/2019","3200","4000","3500"
"Kerala","Palakad","Pattambi","Bhindi(Ladies Finger)","Other","12/11/2019","3400","4000","3800"
"Kerala","Palakad","Pattambi","Bitter gourd","Other","12/11/2019","3600","4000","3800"
"Kerala","Palakad","Pattambi","Bottle gourd","Other","12/11/2019","2600","3000","2800"
"Kerala","Palakad","Pattambi","Brinjal","Other","12/11/2019","4000","4500","4200"
"Kerala","Palakad","Pattambi","Cabbage","Other","12/11/2019","1800","2500","2200"
"Kerala","Palakad","Pattambi","Carrot","Carrot","12/11/2019","6000","7000","6500"
"Kerala","Palakad","Pattambi","Cauliflower","Other","12/11/2019","3000","3500","3200"
"Kerala","Palakad","Pattambi","Cluster beans","Cluster Beans","12/11/2019","3000","4000","3500"
"Kerala","Palakad","Pattambi","Colacasia","Other","12/11/2019","4000","5000","4500"
"Kerala","Palakad","Pattambi","Cowpea (Lobia/Karamani)","Cowpea (Whole)","12/11/2019","3000","3500","3200"
"Kerala","Palakad","Pattambi","Cucumbar(Kheera)","Other","12/11/2019","1600","2000","1800"
"Kerala","Palakad","Pattambi","Drumstick","Other","12/11/2019","22000","24000","23000"
"Kerala","Palakad","Pattambi","Elephant Yam (Suran)","Other","12/11/2019","2000","2500","2200"
"Kerala","Palakad","Pattambi","French Beans (Frasbean)","Other","12/11/2019","2500","3500","3000"
"Kerala","Palakad","Pattambi","Ginger(Green)","Green Ginger","12/11/2019","7000","8000","7500"
"Kerala","Palakad","Pattambi","Green Avare (W)","Other","12/11/2019","3500","4000","3800"
"Kerala","Palakad","Pattambi","Green Chilli","Green Chilly","12/11/2019","3200","4000","3500"
"Kerala","Palakad","Pattambi","Lemon","Other","12/11/2019","5000","6000","5500"
"Kerala","Palakad","Pattambi","Lime","Other","12/11/2019","3000","4000","3500"
"Kerala","Palakad","Pattambi","Little gourd (Kundru)","Other","12/11/2019","4500","5000","4800"
"Kerala","Palakad","Pattambi","Mango","Other","12/11/2019","6500","8000","7500"
"Kerala","Palakad","Pattambi","Onion","Small","12/11/2019","7000","8000","7500"
"Kerala","Palakad","Pattambi","Pumpkin","Other","12/11/2019","1800","2200","1900"
"Kerala","Palakad","Pattambi","Snakeguard","Other","12/11/2019","3500","4000","3800"
"Kerala","Palakad","Pattambi","Sweet Potato","Other","12/11/2019","2200","3000","2500"
"Kerala","Palakad","Pattambi","Tapioca","Other","12/11/2019","2000","2500","2200"
"Kerala","Palakad","Pattambi","Tomato","Other","12/11/2019","1400","1800","1600"
"Kerala","Pathanamthitta","Omalloor","Banana","Nendra Bale","12/11/2019","3900","4000","4000"
"Kerala","Pathanamthitta","Omalloor","Banana","Palayamthodan","12/11/2019","700","800","800"
"Kerala","Pathanamthitta","Omalloor","Banana","Robusta","12/11/2019","700","800","800"
"Kerala","Pathanamthitta","Omalloor","Bhindi(Ladies Finger)","Bhindi","12/11/2019","2800","2900","2900"
"Kerala","Pathanamthitta","Omalloor","Bitter gourd","Bitter Gourd","12/11/2019","6900","7000","7000"
"Kerala","Pathanamthitta","Omalloor","Brinjal","Brinjal","12/11/2019","4400","4500","4500"
"Kerala","Pathanamthitta","Omalloor","Coconut","Coconut","12/11/2019","3900","4000","4000"
"Kerala","Pathanamthitta","Omalloor","Cowpea(Veg)","Cowpea (Veg)","12/11/2019","6900","7000","7000"
"Kerala","Pathanamthitta","Omalloor","Elephant Yam (Suran)","Other","12/11/2019","2900","3000","3000"
"Kerala","Pathanamthitta","Omalloor","Ginger(Green)","Green Ginger","12/11/2019","14900","15000","15000"
"Kerala","Pathanamthitta","Omalloor","Green Chilli","Green Chilly","12/11/2019","3400","3500","3500"
"Kerala","Pathanamthitta","Omalloor","Snakeguard","Snakeguard","12/11/2019","4200","4300","4300"
"Kerala","Pathanamthitta","Omalloor","Tapioca","Tapioca","12/11/2019","2400","2500","2500"
"Kerala","Pathanamthitta","Omalloor","Yam","Yam","12/11/2019","4900","5000","5000"
"Kerala","Pathanamthitta","Parakkodu","Amaranthus","Other","12/11/2019","3000","4000","3500"
"Kerala","Thirssur","Chavakkad","Bitter gourd","Other","12/11/2019","5400","6000","5800"
"Kerala","Thirssur","Chavakkad","Brinjal","Other","12/11/2019","3600","4400","4200"
"Kerala","Thirssur","Chavakkad","Cauliflower","Other","12/11/2019","4000","4500","4400"
"Kerala","Thirssur","Chavakkad","Drumstick","Other","12/11/2019","30000","32000","32000"
"Kerala","Thirssur","Chavakkad","Ginger(Green)","Other","12/11/2019","8500","9500","9400"
"Kerala","Thirssur","Chavakkad","Lime","Other","12/11/2019","4000","4600","4500"
"Kerala","Thirssur","Chavakkad","Pineapple","Other","12/11/2019","3200","3700","3600"
"Kerala","Thirssur","Chavakkad","Potato","Other","12/11/2019","3000","3700","3600"
"Kerala","Thirssur","Chelakkara","Amaranthus","Other","12/11/2019","2200","2400","2300"
"Kerala","Thirssur","Chelakkara","Ashgourd","Other","12/11/2019","2500","2700","2600"
"Kerala","Thirssur","Chelakkara","Banana - Green","Other","12/11/2019","4500","4800","4600"
"Kerala","Thirssur","Chelakkara","Beetroot","Other","12/11/2019","2200","2400","2300"
"Kerala","Thirssur","Chelakkara","Bhindi(Ladies Finger)","Other","12/11/2019","2400","2600","2500"
"Kerala","Thirssur","Chelakkara","Bitter gourd","Other","12/11/2019","2800","3000","2900"
"Kerala","Thirssur","Chelakkara","Brinjal","Other","12/11/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Cabbage","Other","12/11/2019","2500","2800","2600"
"Kerala","Thirssur","Chelakkara","Carrot","Other","12/11/2019","3200","3400","3300"
"Kerala","Thirssur","Chelakkara","Cauliflower","Other","12/11/2019","4000","4500","4200"
"Kerala","Thirssur","Chelakkara","Coconut Seed","Other","12/11/2019","3500","3800","3600"
"Kerala","Thirssur","Chelakkara","Cowpea(Veg)","Other","12/11/2019","4500","4800","4600"
"Kerala","Thirssur","Chelakkara","Cucumbar(Kheera)","Other","12/11/2019","2400","2500","2500"
"Kerala","Thirssur","Chelakkara","Drumstick","Other","12/11/2019","5500","5800","5600"
"Kerala","Thirssur","Chelakkara","Duster Beans","Other","12/11/2019","4500","4800","4600"
"Kerala","Thirssur","Chelakkara","Elephant Yam (Suran)","Other","12/11/2019","2500","2800","2600"
"Kerala","Thirssur","Chelakkara","Ginger(Green)","Other","12/11/2019","8500","8800","8600"
"Kerala","Thirssur","Chelakkara","Green Chilli","Other","12/11/2019","2400","2600","2500"
"Kerala","Thirssur","Chelakkara","Mango (Raw-Ripe)","Other","12/11/2019","6000","6400","6200"
"Kerala","Thirssur","Chelakkara","Onion","Other","12/11/2019","4500","4800","4600"
"Kerala","Thirssur","Chelakkara","Potato","Other","12/11/2019","3600","3800","3700"
"Kerala","Thirssur","Chelakkara","Pumpkin","Other","12/11/2019","2000","2200","2100"
"Kerala","Thirssur","Chelakkara","Snakeguard","Other","12/11/2019","2200","2400","2300"
"Kerala","Thirssur","Chelakkara","Tapioca","Other","12/11/2019","2500","2800","2600"
"Kerala","Thirssur","Chelakkara","Tomato","Other","12/11/2019","3500","3800","3600"
"Kerala","Thirssur","Kodungalloor","Beetroot","Other","12/11/2019","3000","3000","3000"
"Kerala","Thirssur","Kodungalloor","Bhindi(Ladies Finger)","Other","12/11/2019","3500","3500","3500"
"Kerala","Thirssur","Kodungalloor","Cabbage","Other","12/11/2019","2500","2500","2500"
"Kerala","Thirssur","Kodungalloor","Carrot","Other","12/11/2019","5500","5500","5500"
"Kerala","Thirssur","Kodungalloor","Sweet Potato","Other","12/11/2019","2800","2800","2800"
"Kerala","Thirssur","Kodungalloor","Tapioca","Other","12/11/2019","2000","2000","2000"
"Kerala","Thiruvananthapuram","Neyyatinkara","Amaranthus","Amaranthus","12/11/2019","4600","5000","4800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Amphophalus","Amphophalus","12/11/2019","1600","2000","1800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Banana - Green","Banana - Green","12/11/2019","4600","5000","4800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Beetroot","Beetroot","12/11/2019","2500","3000","2700"
"Kerala","Thiruvananthapuram","Neyyatinkara","Bhindi(Ladies Finger)","Bhindi","12/11/2019","1600","2000","1800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Bitter gourd","Bitter Gourd","12/11/2019","3300","3500","3400"
"Kerala","Thiruvananthapuram","Neyyatinkara","Brinjal","Brinjal","12/11/2019","2600","3000","2800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Cabbage","Other","12/11/2019","1600","2000","1800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Carrot","Other","12/11/2019","3300","3500","3400"
"Kerala","Thiruvananthapuram","Neyyatinkara","Cluster beans","Other","12/11/2019","3300","3500","3400"
"Kerala","Thiruvananthapuram","Neyyatinkara","Coriander(Leaves)","Coriander","12/11/2019","4500","5000","4700"
"Kerala","Thiruvananthapuram","Neyyatinkara","Cucumbar(Kheera)","Cucumbar","12/11/2019","1600","2000","1800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Drumstick","Drumstick","12/11/2019","2500","3000","2700"
"Kerala","Thiruvananthapuram","Neyyatinkara","Duster Beans","Other","12/11/2019","2300","2500","2400"
"Kerala","Thiruvananthapuram","Neyyatinkara","Green Chilli","Green Chilly","12/11/2019","4500","5000","4700"
"Kerala","Thiruvananthapuram","Neyyatinkara","Pumpkin","Other","12/11/2019","1600","2000","1800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Snakeguard","Other","12/11/2019","1600","2000","1800"
"Kerala","Thiruvananthapuram","Neyyatinkara","Tapioca","Tapioca","12/11/2019","1500","2000","1700"
"Kerala","Thiruvananthapuram","Neyyatinkara","Tomato","Tomato","12/11/2019","3300","3500","3400"
"Kerala","Thiruvananthapuram","Vamanapuram","Amaranthus","Other","12/11/2019","3500","4000","3800"
"Kerala","Thiruvananthapuram","Vamanapuram","Ashgourd","Ashgourd","12/11/2019","2000","2500","2200"
"Kerala","Thiruvananthapuram","Vamanapuram","Banana","Other","12/11/2019","6000","7000","6200"
"Kerala","Thiruvananthapuram","Vamanapuram","Banana - Green","Other","12/11/2019","4000","5000","4500"
"Kerala","Thiruvananthapuram","Vamanapuram","Beetroot","Other","12/11/2019","2500","3000","2800"
"Kerala","Thiruvananthapuram","Vamanapuram","Bhindi(Ladies Finger)","Other","12/11/2019","3500","4000","3800"
"Kerala","Thiruvananthapuram","Vamanapuram","Bitter gourd","Other","12/11/2019","5000","5600","5200"
"Kerala","Thiruvananthapuram","Vamanapuram","Bottle gourd","Bottle Gourd","12/11/2019","2000","2500","2200"
"Kerala","Thiruvananthapuram","Vamanapuram","Brinjal","Other","12/11/2019","3000","3500","3200"
"Kerala","Thiruvananthapuram","Vamanapuram","Cabbage","Cabbage","12/11/2019","5000","5500","5200"
"Kerala","Thiruvananthapuram","Vamanapuram","Capsicum","Capsicum","12/11/2019","5000","5500","5200"
"Kerala","Thiruvananthapuram","Vamanapuram","Carrot","Other","12/11/2019","4000","4500","4200"
"Kerala","Thiruvananthapuram","Vamanapuram","Cauliflower","African Sarson","12/11/2019","3500","4000","3800"
"Kerala","Thiruvananthapuram","Vamanapuram","Cluster beans","Cluster Beans","12/11/2019","4000","4500","4200"
"Kerala","Thiruvananthapuram","Vamanapuram","Coconut","Other","12/11/2019","4500","5000","4800"
"Kerala","Thiruvananthapuram","Vamanapuram","Colacasia","Other","12/11/2019","6000","6500","6200"
"Kerala","Thiruvananthapuram","Vamanapuram","Cowpea(Veg)","Other","12/11/2019","2500","3000","2800"
"Kerala","Thiruvananthapuram","Vamanapuram","Cucumbar(Kheera)","Other","12/11/2019","1500","2000","1800"
"Kerala","Thiruvananthapuram","Vamanapuram","Drumstick","Other","12/11/2019","1200","1800","1500"
"Kerala","Thiruvananthapuram","Vamanapuram","Elephant Yam (Suran)","Other","12/11/2019","2300","2800","2500"
"Kerala","Thiruvananthapuram","Vamanapuram","Ginger(Green)","Other","12/11/2019","8000","8500","8200"
"Kerala","Thiruvananthapuram","Vamanapuram","Green Chilli","Green Chilly","12/11/2019","1200","2000","1500"
"Kerala","Thiruvananthapuram","Vamanapuram","Mango (Raw-Ripe)","Other","12/11/2019","4500","5000","4800"
"Kerala","Thiruvananthapuram","Vamanapuram","Onion","Other","12/11/2019","5000","5500","5200"
"Kerala","Thiruvananthapuram","Vamanapuram","Potato","Other","12/11/2019","2500","3000","2800"
"Kerala","Thiruvananthapuram","Vamanapuram","Snakeguard","Other","12/11/2019","4500","5000","4800"
"Kerala","Thiruvananthapuram","Vamanapuram","Tapioca","Other","12/11/2019","3500","4000","3800"
"Kerala","Thiruvananthapuram","Vamanapuram","Tomato","Other","12/11/2019","1500","2000","1800"
"Kerala","Wayanad","Kalpetta","Ashgourd","Other","12/11/2019","900","1000","1000"
"Kerala","Wayanad","Kalpetta","Banana - Green","Other","12/11/2019","2000","2100","2100"
"Kerala","Wayanad","Kalpetta","Bitter gourd","Other","12/11/2019","2700","2800","2800"
"Kerala","Wayanad","Kalpetta","Black pepper","Other","12/11/2019","28000","29000","29000"
"Kerala","Wayanad","Kalpetta","Coffee","Other","12/11/2019","12200","12300","12300"
"Kerala","Wayanad","Kalpetta","Colacasia","Other","12/11/2019","3600","3700","3700"
"Kerala","Wayanad","Kalpetta","Cowpea(Veg)","Other","12/11/2019","2700","2800","2800"
"Kerala","Wayanad","Kalpetta","Ginger(Green)","Green Ginger","12/11/2019","3700","3800","3800"
"Kerala","Wayanad","Kalpetta","Green Chilli","Green Chilly","12/11/2019","2700","2800","2800"
"Kerala","Wayanad","Kalpetta","Pumpkin","Other","12/11/2019","900","1000","1000"
"Kerala","Wayanad","Kalpetta","Rubber","Other","12/11/2019","12200","12300","12300"
"Kerala","Wayanad","Kalpetta","Snakeguard","Other","12/11/2019","2200","2300","2300"
"Kerala","Wayanad","Kalpetta","Yam (Ratalu)","Other","12/11/2019","1400","1500","1500"
"Kerala","Wayanad","Manathavady","Banana","Other","12/11/2019","2000","2100","2100"
"Kerala","Wayanad","Manathavady","Bitter gourd","Bitter Gourd","12/11/2019","2700","2800","2800"
"Kerala","Wayanad","Manathavady","Coffee","Other","12/11/2019","12200","12300","12300"
"Kerala","Wayanad","Manathavady","Cowpea(Veg)","Cowpea (Veg)","12/11/2019","2700","2800","2800"
"Kerala","Wayanad","Manathavady","Pepper ungarbled","Other","12/11/2019","28000","29000","29000"
"Kerala","Wayanad","Manathavady","Rubber","Other","12/11/2019","12200","12300","12300"
"Kerala","Wayanad","Pulpally","Amaranthus","Other","12/11/2019","1500","1700","1600"
"Kerala","Wayanad","Pulpally","Banana","Other","12/11/2019","3500","3700","3600"
"Kerala","Wayanad","Pulpally","Bitter gourd","Other","12/11/2019","1500","1700","1600"
"Kerala","Wayanad","Pulpally","Coffee","Other","12/11/2019","6600","8600","7600"
"Kerala","Wayanad","Pulpally","Cowpea(Veg)","Other","12/11/2019","2200","2400","2300"
"Kerala","Wayanad","Pulpally","Cucumbar(Kheera)","Other","12/11/2019","800","1000","900"
"Kerala","Wayanad","Pulpally","Ginger(Dry)","Other","12/11/2019","4500","6500","5500"
"Kerala","Wayanad","Pulpally","Green Chilli","Other","12/11/2019","3300","3500","3400"
"Kerala","Wayanad","Pulpally","Paddy(Dhan)(Common)","Other","12/11/2019","1850","2250","2050"
"Kerala","Wayanad","Pulpally","Pepper ungarbled","Other","12/11/2019","31500","33500","32500"
"Kerala","Wayanad","Pulpally","Pumpkin","Other","12/11/2019","800","1000","900"
"Kerala","Wayanad","Pulpally","Rubber","Other","12/11/2019","12500","14500","13500"
"Madhya Pradesh","Badwani","Sendhwa","Bhindi(Ladies Finger)","Bhindi","12/11/2019","500","900","600"
"Madhya Pradesh","Badwani","Sendhwa","Bottle gourd","Bottle Gourd","12/11/2019","600","1000","700"
"Madhya Pradesh","Badwani","Sendhwa","Brinjal","Brinjal","12/11/2019","500","900","600"
"Madhya Pradesh","Badwani","Sendhwa","Cabbage","Cabbage","12/11/2019","600","1100","800"
"Madhya Pradesh","Badwani","Sendhwa","Cauliflower","Cauliflower","12/11/2019","700","1200","800"
"Madhya Pradesh","Badwani","Sendhwa","Tomato","Tomato","12/11/2019","400","1000","500"
"Madhya Pradesh","Dewas","Khategaon","Soyabean","Soyabeen","12/11/2019","3100","4000","3450"
"Madhya Pradesh","Dewas","Sonkatch","Bengal Gram(Gram)(Whole)","Desi (Whole)","12/11/2019","3500","5100","4800"
"Madhya Pradesh","Dewas","Sonkatch","Soyabean","Yellow","12/11/2019","3000","4000","3800"
"Madhya Pradesh","Dewas","Sonkatch","Wheat","Other","12/11/2019","1700","2200","2000"
"Madhya Pradesh","Dindori","Gorakhpur","Arhar (Tur/Red Gram)(Whole)","Other","12/11/2019","3811","3811","3811"
"Madhya Pradesh","Dindori","Gorakhpur","Lentil (Masur)(Whole)","Other","12/11/2019","3300","3300","3300"
"Madhya Pradesh","Dindori","Gorakhpur","Linseed","Other","12/11/2019","4150","4200","4175"
"Madhya Pradesh","Dindori","Gorakhpur","Paddy(Dhan)(Common)","Other","12/11/2019","1300","1300","1300"
"Madhya Pradesh","Dindori","Gorakhpur","Peas(Dry)","Other","12/11/2019","3821","3821","3821"
"Madhya Pradesh","Dindori","Gorakhpur","Soyabean","Local","12/11/2019","3290","3325","3308"
"Madhya Pradesh","Dindori","Gorakhpur","Wheat","Other","12/11/2019","1951","1955","1953"
"Madhya Pradesh","Indore","Indore(F&V)","Apple","Apple","12/11/2019","1500","6000","3500"
"Madhya Pradesh","Indore","Indore(F&V)","Bhindi(Ladies Finger)","Bhindi","12/11/2019","1500","2500","2000"
"Madhya Pradesh","Indore","Indore(F&V)","Bitter gourd","Bitter Gourd","12/11/2019","1500","3000","2500"
"Madhya Pradesh","Indore","Indore(F&V)","Brinjal","Arkasheela Mattigulla","12/11/2019","800","1500","1200"
"Madhya Pradesh","Indore","Indore(F&V)","Cabbage","Cabbage","12/11/2019","1000","1800","1400"
"Madhya Pradesh","Indore","Indore(F&V)","Capsicum","Capsicum","12/11/2019","1500","2500","2000"
"Madhya Pradesh","Indore","Indore(F&V)","Cauliflower","Local","12/11/2019","800","1500","1200"
"Madhya Pradesh","Indore","Indore(F&V)","Coriander(Leaves)","Coriander","12/11/2019","1500","4000","2500"
"Madhya Pradesh","Indore","Indore(F&V)","Cucumbar(Kheera)","Cucumbar","12/11/2019","1000","1800","1400"
"Madhya Pradesh","Indore","Indore(F&V)","Green Chilli","Green Chilly","12/11/2019","600","1200","800"
"Madhya Pradesh","Indore","Indore(F&V)","Onion","Onion","12/11/2019","1500","5000","4000"
"Madhya Pradesh","Indore","Indore(F&V)","Papaya","Papaya","12/11/2019","1500","4000","3000"
"Madhya Pradesh","Indore","Indore(F&V)","Peas cod","Other","12/11/2019","4000","7000","5000"
"Madhya Pradesh","Indore","Indore(F&V)","Pomegranate","Other","12/11/2019","2000","6000","4000"
"Madhya Pradesh","Indore","Indore(F&V)","Potato","Desi","12/11/2019","600","1600","1200"
"Madhya Pradesh","Indore","Indore(F&V)","Spinach","Other","12/11/2019","1000","2000","1500"
"Madhya Pradesh","Indore","Indore(F&V)","Tomato","Deshi","12/11/2019","1500","2800","2000"
"Madhya Pradesh","Ratlam","Jaora","Kabuli Chana(Chickpeas-White)","Other","12/11/2019","4500","4500","4500"
"Madhya Pradesh","Ratlam","Jaora","Methi Seeds","Medium","12/11/2019","4750","4750","4750"
"Madhya Pradesh","Ratlam","Jaora","Soyabean","Other","12/11/2019","3600","3600","3600"
"Madhya Pradesh","Ratlam","Jaora","Wheat","Lok -1 (Nilami Rate)","12/11/2019","2100","2100","2100"
"Madhya Pradesh","Singroli","Singroli","Sesamum(Sesame,Gingelly,Til)","Other","12/11/2019","7400","7500","7500"
"Maharashtra","Ahmednagar","Kopargaon","Pomegranate","Other","12/11/2019","625","5000","3000"
"Maharashtra","Ahmednagar","Rahata","Bhindi(Ladies Finger)","Other","12/11/2019","2100","3000","2500"
"Maharashtra","Ahmednagar","Rahata","Cauliflower","Other","12/11/2019","1300","3000","2500"
"Maharashtra","Ahmednagar","Rahata","Garlic","Other","12/11/2019","11000","14000","11000"
"Maharashtra","Ahmednagar","Rahata","Ginger(Dry)","Other","12/11/2019","6000","7000","6500"
"Maharashtra","Ahmednagar","Rahata","Potato","Other","12/11/2019","1200","1500","1300"
"Maharashtra","Nashik","Devala","Onion","Other","12/11/2019","2000","5495","5000"
"Maharashtra","Pune","Khed(Chakan)","Bhindi(Ladies Finger)","Other","12/11/2019","2500","3500","3000"
"Maharashtra","Pune","Khed(Chakan)","Bitter gourd","Other","12/11/2019","2000","3000","2500"
"Maharashtra","Pune","Khed(Chakan)","Bottle gourd","Other","12/11/2019","2500","3000","2500"
"Maharashtra","Pune","Khed(Chakan)","Brinjal","Other","12/11/2019","3000","5000","4000"
"Maharashtra","Pune","Khed(Chakan)","Cabbage","Other","12/11/2019","800","1400","1100"
"Maharashtra","Pune","Khed(Chakan)","Carrot","Other","12/11/2019","2500","3500","3000"
"Maharashtra","Pune","Khed(Chakan)","Cauliflower","Other","12/11/2019","1000","2000","1500"
"Maharashtra","Pune","Khed(Chakan)","Chilly Capsicum","Other","12/11/2019","2000","3000","2500"
"Maharashtra","Pune","Khed(Chakan)","Coriander(Leaves)","Other","12/11/2019","2000","3000","2500"
"Maharashtra","Pune","Khed(Chakan)","Cucumbar(Kheera)","Other","12/11/2019","1500","2500","2000"
"Maharashtra","Pune","Khed(Chakan)","Drumstick","Other","12/11/2019","6000","10000","8000"
"Maharashtra","Pune","Khed(Chakan)","Green Chilli","Other","12/11/2019","2000","3000","2500"
"Maharashtra","Pune","Khed(Chakan)","Guar","Other","12/11/2019","4000","6000","5000"
"Maharashtra","Pune","Khed(Chakan)","Peas Wet","Other","12/11/2019","8000","10000","9000"
"Maharashtra","Pune","Khed(Chakan)","Spinach","Other","12/11/2019","1000","2000","1500"
"Maharashtra","Pune","Khed(Chakan)","Tomato","Other","12/11/2019","2000","3000","2500"
"Maharashtra","Pune","Pune","Bengal Gram(Gram)(Whole)","Other","12/11/2019","5300","5500","5400"
"Maharashtra","Pune","Pune","Black Gram (Urd Beans)(Whole)","Other","12/11/2019","7200","7600","7400"
"Maharashtra","Pune","Pune","Corriander seed","Other","12/11/2019","7500","14000","10750"
"Maharashtra","Pune","Pune","Green Gram (Moong)(Whole)","Green (Whole)","12/11/2019","7300","7900","7600"
"Maharashtra","Pune","Pune","Green Peas","Other","12/11/2019","9000","10000","9500"
"Maharashtra","Pune","Pune","Jowar(Sorghum)","Other","12/11/2019","4500","4800","4650"
"Maharashtra","Pune","Pune","Lentil (Masur)(Whole)","Other","12/11/2019","5000","5400","5200"
"Maharashtra","Pune","Pune","Maize","Deshi Red","12/11/2019","2150","2400","2300"
"Maharashtra","Pune","Pune","Wheat","Sharbati","12/11/2019","3800","4300","4050"
"Maharashtra","Pune","Pune(Pimpri)","Bhindi(Ladies Finger)","Other","12/11/2019","4000","4000","4000"
"Maharashtra","Pune","Pune(Pimpri)","Coriander(Leaves)","Other","12/11/2019","14","45","30"
"Maharashtra","Pune","Pune(Pimpri)","Ridgeguard(Tori)","Other","12/11/2019","3000","3000","3000"
"Maharashtra","Pune","Pune(Pimpri)","Spinach","Other","12/11/2019","8","9","9"
"Maharashtra","Pune","Pune(Pimpri)","Tomato","Local","12/11/2019","2500","3500","3000"
"Maharashtra","Satara","Karad","Beans","Other","12/11/2019","4000","4500","4500"
"Maharashtra","Satara","Karad","Bhindi(Ladies Finger)","Other","12/11/2019","2200","2500","2500"
"Maharashtra","Satara","Karad","Bitter gourd","Other","12/11/2019","2000","2500","2500"
"Maharashtra","Satara","Karad","Bottle gourd","Other","12/11/2019","2500","3000","3000"
"Maharashtra","Satara","Karad","Brinjal","Other","12/11/2019","2500","3000","3000"
"Maharashtra","Satara","Karad","Cabbage","Other","12/11/2019","1000","1200","1200"
"Maharashtra","Satara","Karad","Cauliflower","Other","12/11/2019","1500","1700","1700"
"Maharashtra","Satara","Karad","Chilly Capsicum","Other","12/11/2019","2000","2500","2500"
